codigo_escola;codigo_escola_mec;nome_escola;distrito;bairro;municipio;diretoria;localizacao;cep;latitude;longitude;nivel_socioeconomico;tratamento_cmsp;tratamento_cmsp_periodo;tratamento_cmsp_intensidade;ano_primeiro_cmsp_real;g_cmsp;grupo_cmsp
11034;35011034;TELMO COELHO FILHO MAJOR;OSASCO;KM 18;OSASCO;OSASCO;Urbana;6192010;-23.52795029;-46.79473114;5,52;1;2020-05-27;141697703;2020;2021;tratada_cmsp
11044;35011044;CEEJA DE ANDRADINA;ANDRADINA;VILA SANCHES;ANDRADINA;ANDRADINA;Urbana;16900114;-20.91013145;-51.3854866;;0;;0;;0;nunca_tratada_cmsp
11045;35011045;CEEJA DE TUPA;TUPA;CENTRO;TUPA;TUPA;Urbana;17600260;-21.93770981;-50.51343918;;0;;0;;0;nunca_tratada_cmsp
11052;35011052;CENTRO ESTADUAL DE EDUCACAO DE JOVENS E ADULTOS – CEEJA DE PRESIDENTE VENCESLAU;PRESIDENTE VENCESLAU;VILA ORIENTAL;PRESIDENTE VENCESLAU;SANTO ANASTACIO;Urbana;19406014;-21.86956024;-51.84046173;;0;;0;;0;nunca_tratada_cmsp
11058;35011058;LEONARDO VILAS BOAS;OSASCO;PADROEIRA;OSASCO;OSASCO;Urbana;6172000;-23.54754066;-46.80950165;4,86;1;2020-05-27;36831555;2020;2021;tratada_cmsp
11061;35011061;JOSUE BENEDICTO MENDES PROFESSOR;OSASCO;JARDIM ELVIRA;OSASCO;OSASCO;Urbana;6250250;-23.49720955;-46.80477142;5,03;1;2020-05-27;146193880;2020;2021;tratada_cmsp
11083;35011083;VICENTE PEIXOTO PROFESSOR;OSASCO;VILA OSASCO;OSASCO;OSASCO;Urbana;6086130;-23.53813934;-46.78372955;5,44;1;2020-05-27;136673236;2020;2021;tratada_cmsp
11095;35011095;ANTONIO RAPOSO TAVARES;OSASCO;CENTRO;OSASCO;OSASCO;Urbana;6097080;-23.52729988;-46.77880096;5,37;1;2020-05-27;416697025;2020;2021;tratada_cmsp
11113;35011113;FRANCISCO CASABONA PROFESSOR;OSASCO;AYROSA;OSASCO;OSASCO;Urbana;6290050;-23.51827049;-46.77048111;5,05;1;2020-05-27;54360730;2020;2021;tratada_cmsp
11137;35011137;NEWTON ESPIRITO SANTO AYRES PROFESSOR;OSASCO;SANTO ANTONIO;OSASCO;OSASCO;Urbana;6130140;-23.55804062;-46.7989502;5,26;1;2020-05-27;215289233;2020;2021;tratada_cmsp
11149;35011149;LUCY ANNA CARROZO LATORRE PROFESSORA;OSASCO;JARDIM DAS FLORES;OSASCO;OSASCO;Urbana;6110230;-23.5359993;-46.79309082;5,53;1;2020-05-27;136810605;2020;2021;tratada_cmsp
11150;35011150;JOSE CELESTINO ARANHA;UBATUBA;HORTO FLORESTAL;UBATUBA;CARAGUATATUBA;Urbana;11694030;-23.41594124;-45.11328125;5,01;1;2020-05-28;91652350;2020;2021;tratada_cmsp
11162;35011162;FLORENTINA MARTINS SANCHEZ PROFESSORA;UBATUBA;PEREQUE MIRIM;UBATUBA;CARAGUATATUBA;Urbana;11686400;-23.48475075;-45.10519028;4,7;1;2020-05-27;63768021;2020;2021;tratada_cmsp
11186;35011186;SEMIRAMIS PRADO DE OLIVEIRA PROFESSORA;UBATUBA;SACO DA RIBEIRA;UBATUBA;CARAGUATATUBA;Urbana;11685726;-23.50479126;-45.12741089;4,97;1;2020-05-27;61107441;2020;2021;tratada_cmsp
11187;35011187;CENTRO DE DETENCAO PROVISORIA DE MOGI DAS CRUZES;MOGI DAS CRUZES;TABOAO;MOGI DAS CRUZES;MOGI DAS CRUZES;0;8772010;-23.42743683;-46.24398804;;0;;0;;0;nunca_tratada_cmsp
1119;35001119;EURIPEDES DE CASTRO;VILA MEDEIROS;JARDIM BRASIL ZONA NORTE;SAO PAULO;NORTE 2;Urbana;2225010;-23.48049927;-46.57550049;4,97;1;2020-05-27;66505772;2020;2021;tratada_cmsp
11198;35011198;AUREA MOREIRA RACHOU PROFESSORA;UBATUBA;SERTAO DO MEIO;UBATUBA;CARAGUATATUBA;Urbana;11681758;-23.52993965;-45.24335861;4,87;1;2020-05-27;33767046;2020;2021;tratada_cmsp
1120;35001120;EXPEDICIONARIO BRASILEIRO;SANTANA;AGUA FRIA;SAO PAULO;CENTRO;Urbana;2334001;-23.48257065;-46.62004089;5,68;1;2020-05-27;122098079;2020;2021;tratada_cmsp
11204;35011204;PLINIO GONCALVES DE OLIVEIRA SANTOS;MARESIAS;JUQUEHY;SAO SEBASTIAO;CARAGUATATUBA;Urbana;11623271;-23.76119995;-45.73078918;4,8;1;2020-05-27;21617862;2020;2021;tratada_cmsp
11216;35011216;DEOLINDO DE OLIVEIRA SANTOS CAPITAO;UBATUBA;CENTRO;UBATUBA;CARAGUATATUBA;Urbana;11690165;-23.43446922;-45.0780983;5,02;1;2020-05-27;40632624;2020;2021;tratada_cmsp
11217;35011217;CENTRO ATEND SOCIOEDUC AO ADOLESC DE FRANCA CIP;FRANCA;JARDIM MARAMBAIA;FRANCA;FRANCA;Urbana;14409652;-20.46859932;-47.41212082;;0;;0;;0;nunca_tratada_cmsp
11228;35011228;GABRIEL RIBEIRO DOS SANTOS DOUTOR;ILHABELA;PEREQUE;ILHABELA;CARAGUATATUBA;Urbana;11630000;-23.80633926;-45.36386108;4,94;1;2020-05-27;20666156;2020;2021;tratada_cmsp
11253;35011253;ESTEVES DA SILVA DOUTOR;UBATUBA;CENTRO;UBATUBA;CARAGUATATUBA;Urbana;11690015;-23.43107033;-45.07164001;5,21;1;2020-05-27;102387994;2020;2021;tratada_cmsp
11265;35011265;WALKIR VERGANI;MARESIAS;BOICUCANGA;SAO SEBASTIAO;CARAGUATATUBA;Urbana;11618077;-23.78595924;-45.62409973;4,95;1;2020-05-27;45922594;2020;2021;tratada_cmsp
11289;35011289;MARIA JOSE DA PENHA FRUGOLI PROFESSORA;SAO FRANCISCO DA PRAIA;ENSEADA;SAO SEBASTIAO;CARAGUATATUBA;Urbana;11602170;-23.75410271;-45.83410645;5,01;1;2020-05-27;43398015;2020;2021;tratada_cmsp
11290;35011290;EDUARDO CORREA DA COSTA JUNIOR DOUTOR;CARAGUATATUBA;JARDIM PROGRESSO;CARAGUATATUBA;CARAGUATATUBA;Urbana;11674670;-23.63478088;-45.43458176;5,24;1;2020-05-27;38858054;2020;2021;tratada_cmsp
112948;35112948;CENTRO DE RESSOCIALIZACAO DE JAU CLASSES PROVISORIAS;JAU;2 ZONA INDUSTRIAL;JAU;JAU;Rural;17213701;-22.26269913;-48.55450058;;1;2021-02-09;1502522;2021;2021;tratada_cmsp
11296;35011296;CENTRO DE ATENDIMENTO INICIAL E PROVISORIO SAO FRANCISCO CAIP SAO FRANCISCO;VILA LEOPOLDINA;VILA LEOPOLDINA;SAO PAULO;CENTRO OESTE;0;5310000;-23.53092957;-46.74670029;;0;;0;;0;nunca_tratada_cmsp
113001;35113001;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE CEDRO CI;RAPOSO TAVARES;JD ARPOADOR;SAO PAULO;CENTRO OESTE;Urbana;5577300;-23.5844;-46.7678;;0;;0;;0;nunca_tratada_cmsp
1132;35001132;PEDRO ALEXANDRINO;TUCURUVI;VILA NOVA MAZZEI;SAO PAULO;NORTE 2;Urbana;2316000;-23.46529961;-46.59690094;5,23;1;2020-05-27;127021590;2020;2021;tratada_cmsp
11320;35011320;THOMAZ RIBEIRO DE LIMA;CARAGUATATUBA;CENTRO;CARAGUATATUBA;CARAGUATATUBA;Urbana;11660280;-23.61923981;-45.41056824;5,17;1;2020-05-27;93138955;2020;2021;tratada_cmsp
11332;35011332;ALCIDES DE CASTRO GALVAO;CARAGUATATUBA;SUMARE;CARAGUATATUBA;CARAGUATATUBA;Urbana;11661100;-23.62104034;-45.40150833;5,18;1;2020-05-27;53912846;2020;2021;tratada_cmsp
11368;35011368;MAISA THEODORO DA SILVA PROFESSORA;SAO SEBASTIAO;VILA AMELIA;SAO SEBASTIAO;CARAGUATATUBA;Urbana;11609045;-23.80279922;-45.40568924;5,25;1;2020-05-27;35983983;2020;2021;tratada_cmsp
11373;35011373;NAIR FERREIRA NEVES PROFESSORA;SAO FRANCISCO DA PRAIA;SAO FRANCISCO DA PRAIA;SAO SEBASTIAO;CARAGUATATUBA;Urbana;11629520;-23.75432014;-45.41276169;5,4;1;2020-05-27;66108302;2020;2021;tratada_cmsp
11381;35011381;BENEDITO MIGUEL CARLOTA;CARAGUATATUBA;MASSAGUACU;CARAGUATATUBA;CARAGUATATUBA;Urbana;11677498;-23.57764053;-45.32213974;5,25;1;2020-05-27;43185396;2020;2021;tratada_cmsp
11393;35011393;AVELINO FERREIRA;PORTO NOVO;JARDIM PORTO NOVO;CARAGUATATUBA;CARAGUATATUBA;Urbana;11667000;-23.69156075;-45.44285965;5,2;1;2020-05-27;34720230;2020;2021;tratada_cmsp
11400;35011400;ISMAEL IGLESIAS;PORTO NOVO;BARRANCO ALTO;CARAGUATATUBA;CARAGUATATUBA;Urbana;11670000;-23.68749046;-45.44881821;5,17;1;2020-05-27;72379986;2020;2021;tratada_cmsp
11423;35011423;HUMBERTO DE ALENCAR CASTELLO BRANCO MARECHAL;CUBATAO;JARDIM CASQUEIRO;CUBATAO;SANTOS;Urbana;11533150;-23.92761993;-46.41131973;5,02;1;2020-05-27;224630902;2020;2021;tratada_cmsp
11435;35011435;AFONSO SCHIMIDT;CUBATAO;VILA PAULISTA;CUBATAO;SANTOS;Urbana;11510260;-23.88279915;-46.42340088;4,94;1;2020-05-27;19226245;2020;2021;tratada_cmsp
1144;35001144;JULIO PESTANA;JACANA;TUCURUVI;SAO PAULO;NORTE 2;Urbana;2265002;-23.46489906;-46.58340073;5,06;1;2020-05-27;88937848;2020;2021;tratada_cmsp
11447;35011447;JACINTO DO AMARAL NARDUCCI PROF;GUARUJA;CACHOEIRA;GUARUJA;SANTOS;Urbana;11435000;-23.97960091;-46.26076889;4,65;1;2020-05-27;34930666;2020;2021;tratada_cmsp
11459;35011459;RENE RODRIGUES DE MORAES PROFESSOR;GUARUJA;JARDIM HELENA MARIA;GUARUJA;SANTOS;Urbana;11431090;-23.99360085;-46.27330017;;0;;0;;0;nunca_tratada_cmsp
11460;35011460;JOSE CAVARIANI PROFESSOR;VICENTE DE CARVALHO;SITIO PAECARA VICENTE DE CARVALHO;GUARUJA;SANTOS;Urbana;11460490;-23.94790077;-46.28720093;4,84;1;2020-05-27;47653770;2020;2021;tratada_cmsp
11484;35011484;WALTER SCHEPIS PROFESSOR;VICENTE DE CARVALHO;SITIO PAECARA;GUARUJA;SANTOS;Urbana;11462000;-23.95400047;-46.28839874;5,06;1;2020-05-27;302264079;2020;2021;tratada_cmsp
11496;35011496;NOSSA SENHORA DOS NAVEGANTES;GUARUJA;SANTA CRUZ DOS NAVEGANTES;GUARUJA;SANTOS;Urbana;11425150;-23.99696922;-46.30205917;4,69;1;2020-05-27;19688595;2020;2021;tratada_cmsp
115;35000115;FRANCISCO FARIA NETO PROFESSOR;JARAGUA;JARDIM SYDNEY;SAO PAULO;NORTE 1;Urbana;2982000;-23.45070076;-46.71620178;4,77;1;2020-05-27;38853563;2020;2021;tratada_cmsp
11502;35011502;THEREZA SILVEIRA DE ALMEIDA PROFESSORA;GUARUJA;VILA JULIA;GUARUJA;SANTOS;Urbana;11440080;-23.98339081;-46.2455101;4,71;1;2020-05-27;135824817;2020;2021;tratada_cmsp
11514;35011514;DINIZ MARTINS PROFESSOR;VICENTE DE CARVALHO;VILA AUREA;GUARUJA;SANTOS;Urbana;11454590;-23.94238091;-46.28377151;5,02;1;2020-05-27;193866359;2020;2021;tratada_cmsp
11526;35011526;EMIDIO JOSE PINHEIRO PROFESSOR;GUARUJA;VILA SANTA ROSA;GUARUJA;SANTOS;Urbana;11431091;-23.99189949;-46.28450012;5,46;1;2020-05-27;70013064;2020;2021;tratada_cmsp
11538;35011538;PAULO CLEMENTE SANTINI;GUARUJA;JARDIM PRAIANO;GUARUJA;SANTOS;Urbana;11440300;-23.97660065;-46.23389816;4,74;1;2020-05-27;109356612;2020;2021;tratada_cmsp
11548;35011548;RAQUEL DE CASTRO FERREIRA PROFESSORA;GUARUJA;CENTRO;GUARUJA;SANTOS;Urbana;11410160;-23.99410057;-46.25490189;5,23;1;2020-05-27;83707401;2020;2021;tratada_cmsp
11551;35011551;PHILOMENA CARDOSO DE OLIVEIRA PROFESSORA;VICENTE DE CARVALHO;SITIO PAECARA VICENTE DE CARVALHO;GUARUJA;SANTOS;Urbana;11450410;-23.94669914;-46.30459976;4,77;1;2020-05-27;11128767;2020;2021;tratada_cmsp
1156;35001156;SILVA JARDIM;TUCURUVI;TUCURUVI;SAO PAULO;NORTE 2;Urbana;2304002;-23.48130035;-46.60520172;5,36;1;2020-05-27;227845393;2020;2021;tratada_cmsp
115605;35115605;CENTRO ATEND SOCIOEDUC ADOLESCENTE VILA GUILHERME CI;BELEM;VILA MOREIRA;SAO PAULO;LESTE 5;Urbana;3074000;-46.5947;-46.5947;;0;;0;;0;nunca_tratada_cmsp
11563;35011563;GALDINO MOREIRA PROFESSOR;GUARUJA;PARQUE ENSEADA;GUARUJA;SANTOS;Urbana;11443290;-23.97923088;-46.20291138;4,84;1;2020-05-28;79651780;2020;2021;tratada_cmsp
11575;35011575;MARCILIO DIAS;VICENTE DE CARVALHO;VILA ALICE VICENTE DE CARVALHO;GUARUJA;SANTOS;Urbana;11450160;-23.93873978;-46.30181885;4,94;1;2020-05-27;88578355;2020;2021;tratada_cmsp
11587;35011587;VICENTE DE CARVALHO;GUARUJA;CENTRO;GUARUJA;SANTOS;Urbana;11410000;-23.99480057;-46.25650024;5,16;1;2020-05-27;357394896;2020;2021;tratada_cmsp
11605;35011605;ARMANDO BELLEGARD PROFESSOR;BERTIOGA;CENTRO;BERTIOGA;SANTOS;Urbana;11250270;-23.8427906;-46.1371994;5,18;1;2020-05-27;151555007;2020;2021;tratada_cmsp
11617;35011617;WILLIAM AURELI;BERTIOGA;RIO DA PRAIA;BERTIOGA;SANTOS;Urbana;11256090;-23.82777977;-46.11548996;4,95;1;2020-05-27;88698640;2020;2021;tratada_cmsp
11629;35011629;JULIO CONCEICAO;CUBATAO;VILA COUTO;CUBATAO;SANTOS;Urbana;11510150;-23.8845005;-46.42599869;5,18;1;2020-05-27;186339044;2020;2021;tratada_cmsp
11630;35011630;LINCOLN FELICIANO;CUBATAO;VILA NOVA;CUBATAO;SANTOS;Urbana;11525000;-23.89579964;-46.42610168;5,43;1;2020-05-27;281973415;2020;2021;tratada_cmsp
11642;35011642;ZENON CLEANTES DE MOURA PROFESSOR;CUBATAO;FABRIL;CUBATAO;SANTOS;Urbana;11543100;-23.87979889;-46.45341873;4,77;1;2020-05-27;57951788;2020;2021;tratada_cmsp
11666;35011666;EDUARDO GOMES MARECHAL DO AR;VICENTE DE CARVALHO;JARDIM CUNHAMBEBE VICENTE DE CARVALHO;GUARUJA;SANTOS;Urbana;11450010;-23.93379974;-46.30390167;5,2;1;2020-05-27;400737398;2020;2021;tratada_cmsp
11678;35011678;HUGO SANTOS SILVA DOUTOR;GUARUJA;VILA LUIS ANTONIO;GUARUJA;SANTOS;Urbana;11420425;-24.00720024;-46.27145004;5,46;1;2020-05-27;425716476;2020;2021;tratada_cmsp
1168;35001168;ALFREDO INACIO TRINDADE;TUCURUVI;VILA NIVI;SAO PAULO;NORTE 2;Urbana;2255130;-23.47779083;-46.5918808;5,26;1;2020-05-27;133185206;2020;2021;tratada_cmsp
11685;35011685;JOSE DA COSTA PROFESSOR;CUBATAO;JARDIM TRINTA E UM DE MARCO;CUBATAO;SANTOS;Urbana;11515060;-23.88969994;-46.42810059;4,81;1;2020-05-27;163604736;2020;2021;tratada_cmsp
11691;35011691;MARIA HELENA DUARTE CAETANO PROFESSORA;CUBATAO;COTA 200;CUBATAO;SANTOS;Urbana;11548000;-23.89123917;-46.47365189;4,99;1;2020-05-27;32753717;2020;2021;tratada_cmsp
11708;35011708;AZEVEDO JUNIOR;SANTOS;VILA BELMIRO;SANTOS;SANTOS;Urbana;11075550;-23.95240021;-46.33969879;5,27;1;2020-05-27;206806618;2020;2021;tratada_cmsp
11721;35011721;SAO LEOPOLDO VISCONDE DE;SANTOS;MACUCO;SANTOS;SANTOS;Urbana;11015131;-23.95208931;-46.32003021;4,94;1;2020-05-27;95526020;2020;2021;tratada_cmsp
1173;35001173;ALBINO CESAR;TUCURUVI;VILA MAZZEI;SAO PAULO;NORTE 2;Urbana;2308090;-23.4776001;-46.60660172;5,26;1;2020-05-27;156537970;2020;2021;tratada_cmsp
11757;35011757;LUIZA MACUCO DONA;SANTOS;PONTA DA PRAIA;SANTOS;SANTOS;Urbana;11035030;-23.98003006;-46.30049896;5,33;1;2020-05-27;408067068;2020;2021;tratada_cmsp
11770;35011770;BENEVENUTO MADUREIRA PROFESSOR;SANTOS;SANTA MARIA;SANTOS;SANTOS;Urbana;11089030;-23.94020081;-46.36930084;4,93;1;2020-05-27;165118528;2020;2021;tratada_cmsp
11782;35011782;SUETONIO BITTENCOURT JUNIOR PROFESSOR;SANTOS;ESTUARIO;SANTOS;SANTOS;Urbana;11025190;-23.97171974;-46.30139923;5,49;1;2020-05-27;85429475;2020;2021;tratada_cmsp
11794;35011794;NEVES PRADO MONTEIRO;SANTOS;VILA SAO JORGE;SANTOS;SANTOS;Urbana;11085710;-23.9515419;-46.37117767;5,16;1;2020-05-27;88718283;2020;2021;tratada_cmsp
1181;35001181;RAFAEL DE MORAES LIMA PROF;TUCURUVI;JARDIM LEONOR MENDES DE BARROS;SAO PAULO;NORTE 2;Urbana;2346140;-23.46570015;-46.60589981;5,29;1;2020-05-27;98448469;2020;2021;tratada_cmsp
11812;35011812;FERNANDO DE AZEVEDO PROFESSOR;SANTOS;CASTELO;SANTOS;SANTOS;Urbana;11087160;-23.94400024;-46.37730026;5,21;1;2020-05-27;282152691;2020;2021;tratada_cmsp
11824;35011824;PRIMO FERREIRA PROFESSOR;SANTOS;VILA BELMIRO;SANTOS;SANTOS;Urbana;11075550;-23.95269966;-46.34019852;5,36;1;2020-05-27;350270939;2020;2021;tratada_cmsp
11836;35011836;CANADA;SANTOS;BOQUEIRAO;SANTOS;SANTOS;Urbana;11055011;-23.96489906;-46.32529831;5,3;1;2020-05-27;235229846;2020;2021;tratada_cmsp
11848;35011848;BRAZ CUBAS;SANTOS;MARAPE;SANTOS;SANTOS;Urbana;11070080;-23.95709991;-46.34759903;;0;;0;;0;nunca_tratada_cmsp
11861;35011861;PAULO FILGUEIRAS JUNIOR DOUTOR;SANTOS;CASTELO;SANTOS;SANTOS;Urbana;11087450;-23.94949913;-46.3791008;4,94;1;2020-05-27;107800157;2020;2021;tratada_cmsp
11873;35011873;LUIZ HIPOLITO PROFESSOR;AMERICANA;VILA DAINESE;AMERICANA;AMERICANA;Urbana;13469305;-22.72488976;-47.36172104;5,36;1;2020-05-27;10124003;2020;2021;tratada_cmsp
11885;35011885;ALZIRA MARTINS LICHTI PROFESSORA;SANTOS;MORRO DE NOVA CINTRA;SANTOS;SANTOS;Urbana;11080300;-23.94510078;-46.35559845;4,96;1;2020-05-27;136804729;2020;2021;tratada_cmsp
11897;35011897;ANTONIO ABLAS FILHO DOUTOR;SANTOS;APARECIDA;SANTOS;SANTOS;Urbana;11045401;-23.98049927;-46.31169891;5,56;1;2020-05-27;50993153;2020;2021;tratada_cmsp
11903;35011903;BARNABE;SANTOS;CENTRO;SANTOS;SANTOS;Urbana;11013220;-23.9377594;-46.32798004;4,68;1;2020-05-27;117901798;2020;2021;tratada_cmsp
11915;35011915;BARTOLOMEU DE GUSMAO PADRE;SANTOS;CHICO DE PAULA;SANTOS;SANTOS;Urbana;11085160;-23.93432045;-46.35387039;5;1;2020-05-27;88730757;2020;2021;tratada_cmsp
11927;35011927;MARQUES DE SAO VICENTE;SANTOS;CAMPO GRANDE;SANTOS;SANTOS;Urbana;11065003;-23.96439934;-46.33819962;5,36;1;2020-05-27;211139291;2020;2021;tratada_cmsp
1193;35001193;PHILOMENA BAYLAO PROFA;TREMEMBE;NUCLEO DO ENGORDADOR;SAO PAULO;NORTE 2;Urbana;2368000;-23.41764069;-46.58420181;5,16;1;2020-05-27;74532237;2020;2021;tratada_cmsp
11940;35011940;FRANCISCO MEIRA PROFESSOR;SANTOS;RADIO CLUB;SANTOS;SANTOS;Urbana;11088090;-23.93852997;-46.38098145;4,86;1;2020-05-27;145312311;2020;2021;tratada_cmsp
11952;35011952;SILVIA JORGE POLLASTRINI PROFESSORA;ITANHAEM;JARDIM BELAS ARTES;ITANHAEM;SAO VICENTE;Urbana;11740000;-24.19477081;-46.81084824;5,14;1;2020-05-27;231390348;2020;2021;tratada_cmsp
12;35000012;AYRES DE MOURA PROFESSOR;JAGUARA;VILA JAGUARA;SAO PAULO;NORTE 1;Urbana;5118000;-23.5121994;-46.74909973;5,46;1;2020-05-27;176692599;2020;2021;tratada_cmsp
1200;35001200;LAEL DE MOURA PRADO PROF;VILA MEDEIROS;VL SABRINA;SAO PAULO;NORTE 2;Urbana;2138030;-23.49760056;-46.57429886;5,37;1;2020-05-27;62765012;2020;2021;tratada_cmsp
12002;35012002;BENEDITO CALIXTO;ITANHAEM;CENTRO;ITANHAEM;SAO VICENTE;Urbana;11740000;-24.18280029;-46.78630066;5,39;1;2020-05-27;92849672;2020;2021;tratada_cmsp
12014;35012014;FRANCISCO MARTINS DOS SANTOS;PRAIA GRANDE;FLORIDA;PRAIA GRANDE;SAO VICENTE;Urbana;11708000;-24.06480026;-46.56570053;5,08;1;2020-05-27;192112343;2020;2021;tratada_cmsp
12026;35012026;DAGOBERTO NOGUEIRA DA FONSECA;ITANHAEM;JARDIM SUARAO;ITANHAEM;SAO VICENTE;Urbana;11740000;-24.15740967;-46.75492096;5,15;1;2020-05-27;82530894;2020;2021;tratada_cmsp
12038;35012038;JON TEODORESCO PROFESSOR;ITANHAEM;JARDIM MOSTEIRO;ITANHAEM;SAO VICENTE;Urbana;11740000;-24.18180084;-46.78879929;5,11;1;2020-05-27;63543260;2020;2021;tratada_cmsp
12051;35012051;ABRAHAO JACOB LAFER DOUTOR;PRAIA GRANDE;GUILHERMINA;PRAIA GRANDE;SAO VICENTE;Urbana;11701470;-24.00629997;-46.42229843;5,19;1;2020-05-27;46697166;2020;2021;tratada_cmsp
12063;35012063;ALFREDO REIS VIEGAS DOUTOR;PRAIA GRANDE;VILA SONIA;PRAIA GRANDE;SAO VICENTE;Urbana;11722200;-24.00370026;-46.44860077;4,79;1;2020-05-27;65460762;2020;2021;tratada_cmsp
12075;35012075;ANTONIO MOREIRA COELHO DEPUTADO;SAO VICENTE;VILA FATIMA;SAO VICENTE;SAO VICENTE;Urbana;11355340;-23.94930077;-46.40409851;4,98;1;2020-05-27;47049781;2020;2021;tratada_cmsp
12087;35012087;ENIO VILAS BOAS PROFESSOR;SAO VICENTE;CIDADE NAUTICA;SAO VICENTE;SAO VICENTE;Urbana;11355040;-23.94020081;-46.40790176;5,26;1;2020-05-27;59093712;2020;2021;tratada_cmsp
1211;35001211;MIGUEL VIEIRA FERREIRA DR;VILA MEDEIROS;VILA MEDEIROS;SAO PAULO;NORTE 2;Urbana;2214030;-23.49209976;-46.58580017;5,04;1;2020-05-27;21810894;2020;2021;tratada_cmsp
12129;35012129;MARIA THEREZA DA CUNHA PEDROSO PROFESSORA;SAO VICENTE;CATIAPOA;SAO VICENTE;SAO VICENTE;Urbana;11370480;-23.95269966;-46.38600159;4,9;1;2020-05-27;-3723063330;2020;2021;tratada_cmsp
12130;35012130;JOSE NIGRO PROFESSOR;SAO VICENTE;CATIAPOA;SAO VICENTE;SAO VICENTE;Urbana;11365330;-23.95759964;-46.39319992;4,88;1;2020-05-27;70167062;2020;2021;tratada_cmsp
12142;35012142;ZULMIRA DE ALMEIDA LAMBERT PROFESSORA;SAO VICENTE;JARDIM INDEPENDENCIA;SAO VICENTE;SAO VICENTE;Urbana;11380560;-23.96320915;-46.36994934;5,34;1;2020-05-27;154498273;2020;2021;tratada_cmsp
121484;35121484;WANDER TAFFO MUSICO;JARDIM SAO LUIS;PARQUE SANTO ANTONIO;SAO PAULO;SUL 2;Urbana;5851260;-23.66415024;-46.75946045;4,96;1;2020-05-27;31483192;2020;2021;tratada_cmsp
121605;35121605;CENTRO ATEND SOCIOEDUC ADOLESC SAO JOSE DOS CAMPOS CI;SAO JOSE DOS CAMPOS;TAMOIOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;Urbana;12233000;-23.21820068;-45.88000107;;1;2021-02-10;42870;2021;2021;tratada_cmsp
121617;35121617;CENTRO ATEND SOCIOED ADOLESCENTE S JOSE DOS CAMPOSCIP;SAO JOSE DOS CAMPOS;BAIRRO DA PERNAMBUCANA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;Urbana;12228845;-23.21925926;-45.87950134;;1;2021-02-22;108188;2021;2021;tratada_cmsp
12178;35012178;JARDIM BOPEVA;PRAIA GRANDE;OCIAN;PRAIA GRANDE;SAO VICENTE;Urbana;11704150;-24.02280045;-46.47499847;5,28;1;2020-05-27;157640712;2020;2021;tratada_cmsp
12191;35012191;AUGUSTO PAES D AVILA REVERENDO;PRAIA GRANDE;AVIACAO;PRAIA GRANDE;SAO VICENTE;Urbana;11702350;-24.01116753;-46.43904114;5,44;1;2020-05-27;220591598;2020;2021;tratada_cmsp
12212;35012212;MARTIM AFONSO;SAO VICENTE;CENTRO;SAO VICENTE;SAO VICENTE;Urbana;11310080;-23.96920013;-46.38349915;5,18;1;2020-05-27;23719982;2020;2021;tratada_cmsp
12221;35012221;LAUDELINO FERNANDES DOS SANTOS PROFESSOR;PRAIA GRANDE;CAICARA;PRAIA GRANDE;SAO VICENTE;Urbana;11706250;-24.04556084;-46.52833176;5,41;1;2020-05-27;74267041;2020;2021;tratada_cmsp
122245;35122245;PARQUE JANE II;EMBU DAS ARTES;JARDIM VISTA ALEGRE;EMBU DAS ARTES;TABOAO DA SERRA;Urbana;6807310;-23.62895012;-46.82395935;5,3;1;2020-05-27;73300592;2020;2021;tratada_cmsp
1223;35001223;MARIA PAULA MARCONDES DOMINGUES PROFA;TREMEMBE;VILA ALBERTINA;SAO PAULO;NORTE 2;Urbana;2373000;-23.45401955;-46.61952972;5,45;1;2020-05-28;78031198;2020;2021;tratada_cmsp
12233;35012233;MARIA PACHECO NOBRE PROFESSORA;PRAIA GRANDE;BOQUEIRAO;PRAIA GRANDE;SAO VICENTE;Urbana;11700030;-24.00303078;-46.41215134;5,51;1;2020-05-27;494216160;2020;2021;tratada_cmsp
12245;35012245;YOLANDA CONTE PROFESSORA;SAO VICENTE;ESPLANADA DOS BARREIROS;SAO VICENTE;SAO VICENTE;Urbana;11340310;-23.95599937;-46.4129982;5,13;1;2020-05-27;41997462;2020;2021;tratada_cmsp
12269;35012269;ARACY DA SILVA FREITAS PROFESSORA;MONGAGUA;CENTRO;MONGAGUA;SAO VICENTE;Urbana;11730000;-24.09530067;-46.62139893;5,18;1;2020-05-27;54354029;2020;2021;tratada_cmsp
12294;35012294;FRANCISCO PEREIRA DA ROCHA DOUTOR;PERUIBE;CENTRO;PERUIBE;SAO VICENTE;Urbana;11750000;-24.27437019;-46.95051956;5,02;1;2020-05-27;203839557;2020;2021;tratada_cmsp
12300;35012300;MARGARIDA PINHO RODRIGUES;SAO VICENTE;VILA MARGARIDA;SAO VICENTE;SAO VICENTE;Urbana;11330570;-23.96743011;-46.40246964;4,68;1;2020-05-27;179826562;2020;2021;tratada_cmsp
