codigo_escola;codigo_escola_mec;nome_escola;distrito;bairro;municipio;diretoria;localizacao;cep;latitude;longitude;nivel_socioeconomico;tratamento_cmsp;tratamento_cmsp_periodo;tratamento_cmsp_intensidade;ano_primeiro_cmsp_real;g_cmsp;grupo_cmsp
33212;35033212;CLEOPHANIA GALVAO DA SILVA PROFA;ASSIS;VILA CARVALHO;ASSIS;ASSIS;Urbana;19804210;-22.66172981;-50.43590164;5,4;1;2020-05-27;46714889;2020;2021;tratada_cmsp
3323;35003323;RITA PINTO DE ARAUJO PROFESSORA;IGUATEMI;CIDADE SATELITE SANTA BARBARA;SAO PAULO;LESTE 3;Urbana;8330180;-23.61940002;-46.42409897;5,11;1;2020-05-27;87589371;2020;2021;tratada_cmsp
33236;35033236;LOURDES PEREIRA PROFA;ASSIS;VILA FIUZA;ASSIS;ASSIS;Urbana;19814230;-22.65159988;-50.40919876;5,36;1;2020-05-27;57370562;2020;2021;tratada_cmsp
33261;35033261;CLYBAS PINTO FERRAZ DR;ASSIS;VILA BOA VISTA;ASSIS;ASSIS;Urbana;19806051;-22.6564;-50.4224;5,73;1;2020-05-27;311162174;2020;2021;tratada_cmsp
33273;35033273;ERNANI RODRIGUES PROF;ASSIS;VILA XAVIER;ASSIS;ASSIS;Urbana;19802130;-22.66930008;-50.4233017;5,43;1;2020-05-27;61962958;2020;2021;tratada_cmsp
33285;35033285;CARLOS ALBERTO DE OLIVEIRA PROF;ASSIS;CENTRO;ASSIS;ASSIS;Urbana;19814350;-22.65954018;-50.41400146;5,64;1;2020-05-27;179589253;2020;2021;tratada_cmsp
33315;35033315;FRANCISCO BALDUINO DE SOUZA CHIQUINHO PROF;QUATA;CENTRO;QUATA;TUPA;Urbana;19780001;-22.24507141;-50.70275116;5,17;1;2020-05-27;73779987;2020;2021;tratada_cmsp
33327;35033327;DIVA FIGUEIREDO DA SILVEIRA;PARAGUACU PAULISTA;VILA AFFINI;PARAGUACU PAULISTA;ASSIS;Urbana;19703001;-22.42066002;-50.57953262;5,26;1;2020-05-27;108622435;2020;2021;tratada_cmsp
33339;35033339;ISIDORO BAPTISTA;PARAGUACU PAULISTA;JARDIM PANAMBI;PARAGUACU PAULISTA;ASSIS;Urbana;19700358;-22.40618896;-50.57648849;5,28;1;2020-05-27;105034637;2020;2021;tratada_cmsp
33340;35033340;CLARISSE PELIZONE DE LIMA PROFA;PLATINA;CENTRO;PLATINA;ASSIS;Urbana;19990017;-22.63030434;-50.20406342;5,12;1;2020-05-27;48580046;2020;2021;tratada_cmsp
3335;35003335;WALTER BELIAN;SAO MATEUS;JARDIM SANTA ADELIA;SAO PAULO;LESTE 4;Urbana;3972000;-23.61310005;-46.48249817;5,49;1;2020-05-27;28053913;2020;2021;tratada_cmsp
33376;35033376;JOSE BONIFACIO DO COUTO;ALVINLANDIA;JARDIM TERUEL;ALVINLANDIA;MARILIA;Urbana;17430316;-22.44053078;-49.76486969;5,09;1;2020-05-27;111750995;2020;2021;tratada_cmsp
33388;35033388;LYDIA YVONE GOMES MARQUES PROFA;GARCA;LABIENOPOLIS;GARCA;MARILIA;Urbana;17404280;-22.21784019;-49.65671921;4,75;1;2020-05-27;38958546;2020;2021;tratada_cmsp
334;35000334;MANUEL DA NOBREGA PADRE;CASA VERDE;JARDIM LARANJEIRAS;SAO PAULO;CENTRO;Urbana;2518010;-23.50877953;-46.66328812;5,31;1;2020-05-27;212420196;2020;2021;tratada_cmsp
33406;35033406;ALCYR DA ROSA LIMA PROF;GARCA;ARACELI;GARCA;MARILIA;Urbana;17404404;-22.22452927;-49.65317917;4,84;1;2020-05-27;58638111;2020;2021;tratada_cmsp
33424;35033424;NELY CARBONIERI DE ANDRADE PROFA;GARCA;FERRAROPOLIS;GARCA;MARILIA;Urbana;17400100;-22.20603943;-49.6637001;5,4;1;2020-05-27;120604601;2020;2021;tratada_cmsp
33443;35033443;NORMA MONICO TRUZZI PROFA;JAFA;CENTRO JAFA;GARCA;MARILIA;Urbana;17409018;-22.21446991;-49.72980118;5,07;1;2020-05-27;27799608;2020;2021;tratada_cmsp
33455;35033455;IZIDORO DAUN;LUPERCIO;CENTRO;LUPERCIO;MARILIA;Urbana;17420037;-22.41353035;-49.81872177;5,03;1;2020-05-27;38365751;2020;2021;tratada_cmsp
33467;35033467;ANTONIO DAUN;LUPERCIO;CENTRO SANTA TEREZINHA;LUPERCIO;MARILIA;Urbana;17429004;-22.38289833;-49.7619133;5,17;1;2020-05-27;8149251;2020;2021;tratada_cmsp
3347;35003347;REYNALDO PORCHAT PROFESSOR;LAPA;ALTO DA LAPA;SAO PAULO;CENTRO OESTE;Urbana;5082000;-23.5283699;-46.71641922;5,23;1;2020-05-27;23416169;2020;2021;tratada_cmsp
33479;35033479;ERMELINDA CLARICE SANCHES PROFA;OCAUCU;CENTRO;OCAUCU;MARILIA;Urbana;17540019;-22.43749619;-49.92166138;5,15;1;2020-05-27;95209319;2020;2021;tratada_cmsp
33492;35033492;HILMAR MACHADO DE OLIVEIRA;GARCA;WILLIAMS;GARCA;MARILIA;Urbana;17402010;-22.20970917;-49.6522789;5,13;1;2020-05-27;89173842;2020;2021;tratada_cmsp
33510;35033510;RAFAEL PAES DE BARROS DOUTOR;ALVARO DE CARVALHO;CENTRO;ALVARO DE CARVALHO;MARILIA;Urbana;17410013;-22.08091927;-49.72027969;5,11;1;2020-05-27;42461870;2020;2021;tratada_cmsp
33522;35033522;EDUARDO DE SOUZA PORTO CEL;FERNAO;CENTRO;FERNAO;MARILIA;Urbana;17460013;-22.35788918;-49.51939011;5,27;1;2020-05-27;49032840;2020;2021;tratada_cmsp
33534;35033534;GRACIEMA BAGANHA RIBEIRO;GALIA;SANTA TEREZINHA;GALIA;MARILIA;Urbana;17450072;-22.29496956;-49.54898071;5,11;1;2020-05-27;70351921;2020;2021;tratada_cmsp
33558;35033558;DIRCE BELLUZZO DE CAMPOS PROFA;VERA CRUZ;CENTRO;VERA CRUZ;MARILIA;Urbana;17560057;-22.22385025;-49.82175064;5,19;1;2020-05-27;133620824;2020;2021;tratada_cmsp
33561;35033561;ANTONIO DE BAPTISTA PROF;MARILIA;NUCLEO HABITACIONAL CASTELO BRANCO;MARILIA;MARILIA;Urbana;17511190;-22.18939972;-49.95740128;5,22;1;2020-05-27;95231550;2020;2021;tratada_cmsp
3360;35003360;ALFREDO PAULINO;LAPA;ALTO DA LAPA;SAO PAULO;CENTRO OESTE;Urbana;5059040;-23.53507996;-46.70912933;5,42;1;2020-05-27;63485834;2020;2021;tratada_cmsp
33613;35033613;CASTRO ALVES;VERA CRUZ;CENTRO;VERA CRUZ;MARILIA;Urbana;17560057;-22.22130013;-49.82545853;5,61;1;2020-05-27;87199866;2020;2021;tratada_cmsp
33625;35033625;CULTURA E LIBERDADE;POMPEIA;CENTRO;POMPEIA;MARILIA;Urbana;17580053;-22.10891724;-50.1774826;5,43;1;2020-05-27;430099450;2020;2021;tratada_cmsp
33637;35033637;RUTH MAMEDE DE GODOY PROFA;ROSALIA;CENTRO ROSALIA;MARILIA;MARILIA;Rural;17535044;-21.99636078;-49.9778595;5,03;1;2020-05-27;54699971;2020;2021;tratada_cmsp
33650;35033650;JOSE AMBROSIO DOS SANTOS;OSCAR BRESSANE;CENTRO;OSCAR BRESSANE;MARILIA;Urbana;19770005;-22.31674576;-50.28036499;5,15;1;2020-05-27;14679343;2020;2021;tratada_cmsp
33662;35033662;BENTO DE ABREU SAMPAIO VIDAL;MARILIA;JARDIM MARIA IZABEL;MARILIA;MARILIA;Urbana;17515450;-22.21075058;-49.9344902;5,96;1;2020-05-27;373010018;2020;2021;tratada_cmsp
33674;35033674;GABRIEL MONTEIRO DA SILVA;MARILIA;ALTO CAFEZAL;MARILIA;MARILIA;Urbana;17504020;-22.2159996;-49.95439911;5,76;1;2020-05-27;152344859;2020;2021;tratada_cmsp
336762;35336762;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE IARAS ICI;IARAS;CENTRO;IARAS;AVARE;Rural;18775023;-22.87560081;-49.18045044;;1;2021-02-22;96375;2021;2021;tratada_cmsp
336774;35336774;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE IARAS IICI;IARAS;CENTRO;IARAS;AVARE;Rural;18775023;-22.87543869;-49.17991257;;0;;0;;0;nunca_tratada_cmsp
336816;35336816;CENTRO DE ATEND SOCIOEDUC AO ADOLESC FEMININO ANITA GARIBALDI CI;CERQUEIRA CESAR;AREA RURAL DE CERQUEIRA CESAR;CERQUEIRA CESAR;AVARE;Rural;18769899;-23.0517292;-49.13349152;;1;2021-02-19;17714;2021;2021;tratada_cmsp
336836;35336836;CENTRO DE ATEND SOCIOEDUC AO ADOLESC FEMININO ANITA GARIBALDI CIP;CERQUEIRA CESAR;AREA RURAL DE CERQUEIRA CESAR;CERQUEIRA CESAR;AVARE;Rural;18769899;-23.05179977;-49.13364029;;1;2021-02-10;298690;2021;2021;tratada_cmsp
336841;35336841;CENTRO ATEND SOCIOED ADOLESC DE CERQUEIRA CESAR IICI;CERQUEIRA CESAR;AREA RURAL DE CERQUEIRA CESAR;CERQUEIRA CESAR;AVARE;Rural;18769899;-23.05146027;-49.13291168;;1;2021-02-11;217455;2021;2021;tratada_cmsp
33686;35033686;JOSE AUGUSTO BARTHOLO;AVENCAS;AVENCAS AVENCAS;MARILIA;MARILIA;Rural;17532010;-22.27219009;-50.11125946;5,28;1;2020-05-27;19383577;2020;2021;tratada_cmsp
33698;35033698;NELSON CABRINI PROF;MARILIA;JARDIM ESPLANADA;MARILIA;MARILIA;Urbana;17521250;-22.23940086;-49.91680145;5,32;1;2020-05-27;64139926;2020;2021;tratada_cmsp
33704;35033704;LOURENCO DE ALMEIDA SENNE DR;MARILIA;POLON;MARILIA;MARILIA;Urbana;17507070;-22.19552994;-49.96247101;5,76;1;2020-05-27;38468912;2020;2021;tratada_cmsp
337067;35337067;CENTRO ATEND SOCIOED ADOLESC JOAO PAULO II CI;CERQUEIRA CESAR;AREA RURAL DE CERQUEIRA CESAR;CERQUEIRA CESAR;AVARE;Rural;18769899;-23.05113029;-49.13228989;;1;2021-02-10;171725;2021;2021;tratada_cmsp
33716;35033716;GERALDO ZANCOPE PROF;MARILIA;PALMITAL;MARILIA;MARILIA;Urbana;17510415;-22.19654083;-49.95611954;5,18;1;2020-05-28;61925483;2020;2021;tratada_cmsp
3372;35003372;ROMEU DE MORAES;LAPA;VILA IPOJUCA;SAO PAULO;CENTRO OESTE;Urbana;5056000;-23.53157997;-46.70412064;5,24;1;2020-05-27;230364926;2020;2021;tratada_cmsp
33728;35033728;AMILCARE MATTEI PROF;MARILIA;JARDIM MARIA IZABEL;MARILIA;MARILIA;Urbana;17515430;-22.21058083;-49.93709946;5,62;1;2020-05-27;147075654;2020;2021;tratada_cmsp
33736;35033736;CARLOTA DE NEGREIROS ROCHA PROFA;MARILIA;FRAGATA;MARILIA;MARILIA;Urbana;17501280;-22.22421074;-49.94112015;5,69;1;2020-05-27;-241151214;2020;2021;tratada_cmsp
33741;35033741;ANTONIO GOMES DE OLIVEIRA PROF;MARILIA;PAULISTA;MARILIA;MARILIA;Urbana;17506060;-22.20800018;-49.95949936;5,42;1;2020-05-28;90110682;2020;2021;tratada_cmsp
33753;35033753;BICUDO MONSENHOR;MARILIA;ALTO CAFEZAL;MARILIA;MARILIA;Urbana;17502000;-22.22310066;-49.95550156;5,14;1;2020-05-27;131586867;2020;2021;tratada_cmsp
33765;35033765;WALDEMAR MONIZ DA ROCHA BARROS DR;MARILIA;FRANCISCO DE ABREU FERNANDES;MARILIA;MARILIA;Urbana;17509300;-22.20331955;-49.94895935;5,28;1;2020-05-27;87382911;2020;2021;tratada_cmsp
33777;35033777;NEUZA MARIA MARANA FEIJAO PROFA;LACIO;CENTRO LACIO;MARILIA;MARILIA;Urbana;17539019;-22.2220192;-49.88861847;5,74;1;2020-05-27;59288783;2020;2021;tratada_cmsp
33789;35033789;PIRMINO ANTONIO SCHMIDT MONSENHOR;MARILIA;FAZENDA SANTA HELENA;MARILIA;MARILIA;Rural;17500970;-22.00362587;-49.91501999;;1;2020-05-29;141748;2020;2021;tratada_cmsp
33790;35033790;VITU GIORGI DONA;ORIENTE;CENTRO;ORIENTE;MARILIA;Urbana;17570005;-22.15526009;-50.09149933;5,25;1;2020-05-27;45953329;2020;2021;tratada_cmsp
338059;35338059;CENTRO ATEND SOCIOED AO ADOLESCENTE ITAQUAQUECETUBA CI;ITAQUAQUECETUBA;JARDIM IPE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;Urbana;8580815;-23.44079971;-46.34820175;;1;2021-02-10;45901;2021;2021;tratada_cmsp
338060;35338060;CENTRO ATEND SOCIO ED ADOLESCENTE ITAQUAQUECETUBA I CIP;ITAQUAQUECETUBA;JARDIM IPE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;Urbana;8580815;-23.44087791;-46.34817505;;0;;0;;0;nunca_tratada_cmsp
33819;35033819;MARIA IZABEL SAMPAIO VIDAL;PADRE NOBREGA;CENTRO PADRE NOBREGA;MARILIA;MARILIA;Urbana;17533001;-22.15604019;-50.00822067;4,95;1;2020-05-27;83303225;2020;2021;tratada_cmsp
33820;35033820;ABEL AUGUSTO FRAGATA;MARILIA;SENADOR SALGADO FILHO;MARILIA;MARILIA;Urbana;17502276;-22.22324944;-49.96067047;5,23;1;2020-05-27;17903043;2020;2021;tratada_cmsp
33832;35033832;ANTONIO AUGUSTO NETTO;MARILIA;PARQUE SAO JORGE;MARILIA;MARILIA;Urbana;17520244;-22.2398;-49.925;5,4;1;2020-05-27;91377978;2020;2021;tratada_cmsp
338357;35338357;HOSPITAL DAS CLINICAS CL HOSPITALAR;RUBIAO JUNIOR;RUBIAO JUNIOR;BOTUCATU;BOTUCATU;Urbana;18618970;-22.89150681;-48.4963828;;0;;0;;0;nunca_tratada_cmsp
3384;35003384;ANHANGUERA;LAPA;LAPA;SAO PAULO;CENTRO OESTE;Urbana;5074020;-23.52124977;-46.70569992;5,34;1;2020-05-27;109921756;2020;2021;tratada_cmsp
33856;35033856;BALTAZAR DE GODOY MOREIRA PROF;MARILIA;SOMENZARI;MARILIA;MARILIA;Urbana;17506030;-22.20105934;-49.95899963;5,53;1;2020-05-27;143914674;2020;2021;tratada_cmsp
33881;35033881;17 DE SETEMBRO;POMPEIA;FLANDRIA;POMPEIA;MARILIA;Urbana;17582094;-22.10297966;-50.17718887;5,29;1;2020-05-27;130633104;2020;2021;tratada_cmsp
33893;35033893;ERNESTO FONSECA DOUTOR;CHAVANTES;CENTRO;CHAVANTES;OURINHOS;Urbana;18970191;-23.04154968;-49.70783997;5,16;1;2020-05-27;45801092;2020;2021;tratada_cmsp
33900;35033900;JOSE JOAQUIM BITTENCOURT CEL;PALMITAL;CENTRO;PALMITAL;ASSIS;Urbana;19970060;-22.78800011;-50.21649933;5,02;1;2020-05-27;26412788;2020;2021;tratada_cmsp
33911;35033911;HORACIO SOARES;OURINHOS;CENTRO;OURINHOS;OURINHOS;Urbana;19900043;-22.98419952;-49.86500168;5,64;1;2020-05-27;472936625;2020;2021;tratada_cmsp
33923;35033923;DOMINGOS CAMERLINGO CALO;OURINHOS;VILA RECREIO;OURINHOS;OURINHOS;Urbana;19911621;-22.97038078;-49.86727142;4,97;1;2020-05-27;66859976;2020;2021;tratada_cmsp
33947;35033947;FRANCISCO DUARTE;IBIRAREMA;CENTRO;IBIRAREMA;OURINHOS;Urbana;19940067;-22.81536484;-50.06902695;5,27;1;2020-05-27;49694489;2020;2021;tratada_cmsp
33960;35033960;MARIO BRIATORE PADRE;SALTO GRANDE;CENTRO;SALTO GRANDE;OURINHOS;Urbana;19920007;-22.89263916;-49.98321915;5,04;1;2020-05-27;90528698;2020;2021;tratada_cmsp
34009;35034009;JULIO MASTRODOMENICO PROFESSOR;IPAUSSU;CENTRO;IPAUSSU;OURINHOS;Urbana;18950065;-23.05503082;-49.63093185;5,16;1;2020-05-27;7716938;2020;2021;tratada_cmsp
34010;35034010;JOSEPHA CUBAS DA SILVA PROFESSORA;OURINHOS;PARQUE MINAS GERAIS;OURINHOS;OURINHOS;Urbana;19913155;-22.9824791;-49.85499954;4,97;1;2020-05-27;45561302;2020;2021;tratada_cmsp
3402;35003402;PEREIRA BARRETO;LAPA;LAPA;SAO PAULO;CENTRO OESTE;Urbana;5072000;-23.52463913;-46.70534897;5,17;1;2020-05-27;178274961;2020;2021;tratada_cmsp
34022;35034022;ESMERALDA SOARES FERRAZ PROFESSORA;OURINHOS;VILA SA;OURINHOS;OURINHOS;Urbana;19907300;-22.97610092;-49.87860107;5,18;1;2020-05-27;125915029;2020;2021;tratada_cmsp
34058;35034058;MARIA DO CARMO ARRUDA DA SILVA PROFESSORA;OURINHOS;JARDIM MATILDE;OURINHOS;OURINHOS;Urbana;19901711;-22.99110031;-49.87409973;5,37;1;2020-05-27;89210424;2020;2021;tratada_cmsp
34061;35034061;JUSTINA DE OLIVEIRA GONCALVES PROFESSORA;OURINHOS;VILA SAO FRANCISCO;OURINHOS;OURINHOS;Urbana;19905156;-22.99869919;-49.87987137;5,27;1;2020-05-27;122716539;2020;2021;tratada_cmsp
34071;35034071;APARECIDO GONCALVES LEMOS;CANITAR;CENTRO;CANITAR;OURINHOS;Urbana;18990156;-23.00494766;-49.78668594;4,93;1;2020-05-27;4873452;2020;2021;tratada_cmsp
34095;35034095;BENTO DE QUEIROZ PADRE;TIMBURI;CENTRO;TIMBURI;PIRAJU;Urbana;18860039;-23.20400047;-49.60739899;5,14;1;2020-05-27;20807733;2020;2021;tratada_cmsp
341010;35341010;CEL JTO A EE ADALGISA CAVEZZALE DE CAMPOS PROFA;PALMITAL;PARANA;PALMITAL;ASSIS;Urbana;19973158;-22.79264069;-50.2221489;;1;2021-02-05;36993060;2021;2021;tratada_cmsp
34125;35034125;THEODORICO DE OLIVEIRA PROFESSOR;CAMPOS NOVOS PAULISTA;CENTRO;CAMPOS NOVOS PAULISTA;OURINHOS;Urbana;19960003;-22.60232925;-50.00242996;4,99;1;2020-05-27;78972936;2020;2021;tratada_cmsp
3414;35003414;ANTONIO PRADO CONSELHEIRO;SANTA CECILIA;BARRA FUNDA;SAO PAULO;CENTRO;Urbana;1153000;-23.5318203;-46.65230179;4,89;1;2020-05-27;130598704;2020;2021;tratada_cmsp
34149;35034149;NICOLA MARTINS ROMEIRA;RIBEIRAO DO SUL;CENTRO;RIBEIRAO DO SUL;OURINHOS;Urbana;19930025;-22.78485298;-49.93346024;5,14;1;2020-05-27;65774654;2020;2021;tratada_cmsp
34150;35034150;ORLANDO QUAGLIATO;OURINHOS;FAZ STA MARIA;OURINHOS;OURINHOS;Rural;19900970;-22.93556023;-49.76893997;;1;2020-05-27;7766427;2020;2021;tratada_cmsp
34162;35034162;ADALGISA CAVEZZALE DE CAMPOS PROFA;PALMITAL;PARANA;PALMITAL;ASSIS;Urbana;19973158;-22.79264069;-50.2221489;5,53;1;2020-05-27;95658482;2020;2021;tratada_cmsp
34198;35034198;DALTON MORATO VILLAS BOAS PROFESSOR;OURINHOS;VILA SANTA MARIA;OURINHOS;OURINHOS;Urbana;19905111;-23.0057;-49.886;5,07;1;2020-05-27;67032301;2020;2021;tratada_cmsp
34216;35034216;VIRGINIA RAMALHO;OURINHOS;VILA NOVA SA;OURINHOS;OURINHOS;Urbana;19911832;-22.9708004;-49.86909866;5,04;1;2020-05-27;102376989;2020;2021;tratada_cmsp
34228;35034228;JOSE AUGUSTO DE OLIVEIRA PROFESSOR;OURINHOS;JARDIM AMERICA;OURINHOS;OURINHOS;Urbana;19914050;-22.97043037;-49.85728073;5,37;1;2020-05-27;145784710;2020;2021;tratada_cmsp
34236;35034236;ORIZENA DE SOUZA ELENA PROFESSORA;TEJUPA;CENTRO;TEJUPA;PIRAJU;Urbana;18830027;-23.34363937;-49.3772583;4,76;1;2020-05-27;18424716;2020;2021;tratada_cmsp
34241;35034241;JOAO GOBBO SOBRINHO;TAGUAI;CENTRO;TAGUAI;PIRAJU;Urbana;18890047;-23.45399094;-49.40822983;5,12;1;2020-05-27;229473722;2020;2021;tratada_cmsp
34253;35034253;LEONIDAS DO AMARAL VIEIRA;SANTA CRUZ DO RIO PARDO;CENTRO;SANTA CRUZ DO RIO PARDO;OURINHOS;Urbana;18900039;-22.89793015;-49.62356949;5,39;1;2020-05-27;74623911;2020;2021;tratada_cmsp
3426;35003426;CANUTO DO VAL;SANTA CECILIA;BOM RETIRO;SAO PAULO;CENTRO;Urbana;1133020;-23.52042961;-46.65731812;5,06;1;2020-05-27;99089993;2020;2021;tratada_cmsp
34265;35034265;HOMERO CALVOSO PROFESSOR;SAO PEDRO DO TURVO;CENTRO;SAO PEDRO DO TURVO;OURINHOS;Urbana;18940027;-22.74837685;-49.74100113;5,02;1;2020-05-27;92967165;2020;2021;tratada_cmsp
34289;35034289;CALVINO BARBOSA FERRAZ;OLEO;CENTRO;OLEO;PIRAJU;Urbana;18790013;-22.9437294;-49.34257126;5,23;1;2020-05-27;44467850;2020;2021;tratada_cmsp
343146;35343146;CENTRO DE ATEND SOCIOEDUC AO ADOLESCCIP BOM RETIRO;BRAS;BOM RETIRO;SAO PAULO;CENTRO;Urbana;1107000;-23.53294945;-46.62496185;;0;;0;;0;nunca_tratada_cmsp
343161;35343161;CENTRO ATEND SOCIOED ADOLESC FEMININO “BOM RETIRO” - CASA FEMININO BOM RETIRO CI;BRAS;Brás;SAO PAULO;CENTRO;Urbana;03043-050;-23.54844475;-46.61575699;;1;2021-02-08;34134;2021;2021;tratada_cmsp
34319;35034319;EDGARDO CARDOSO DOUTOR;SARUTAIA;CENTRO;SARUTAIA;PIRAJU;Urbana;18840037;-23.27613068;-49.47768021;4,93;1;2020-05-27;54934545;2020;2021;tratada_cmsp
343195;35343195;CENTRO ATEND SOCIOEDUC AO ADOLESC DE BRAGANCA PTACI;BRAGANCA PAULISTA;PARQUE BRASIL;BRAGANCA PAULISTA;BRAGANCA PAULISTA;Rural;12906330;-22.9308802;-46.5548519;;0;;0;;0;nunca_tratada_cmsp
34320;35034320;JOAQUIM GUILHERME MOREIRA PORTO DOUTOR;PIRAJU;VILA PIRATININGA;PIRAJU;PIRAJU;Urbana;18803044;-23.20166969;-49.38114166;5,09;1;2020-05-27;75483631;2020;2021;tratada_cmsp
343316;35343316;KO E JU;SANTA RITA DO RIBEIRA;SANTA RITA DO RIBEIRA;MIRACATU;MIRACATU;Rural;11850000;-24.15617943;-47.33876038;;0;;0;;0;nunca_tratada_cmsp
34332;35034332;SINHARINHA CAMARINHA;SANTA CRUZ DO RIO PARDO;CENTRO;SANTA CRUZ DO RIO PARDO;OURINHOS;Urbana;18900039;-22.89726257;-49.62262726;5,47;1;2020-05-27;240239452;2020;2021;tratada_cmsp
343377;35343377;CENTRO DE ATEND SOCIOEDUC ADOLESC BELA VISTA CI;BELEM;VILA MOREIRA;SAO PAULO;LESTE 5;Urbana;3074000;-23.5302;-46.5947;;0;;0;;0;nunca_tratada_cmsp
343432;35343432;CENTRO ATEND SOCIOEDUC AO ADOLESC DE BRAGANCA PTACIP;BRAGANCA PAULISTA;PARQUE BRASIL;BRAGANCA PAULISTA;BRAGANCA PAULISTA;Rural;12906330;-22.93087959;-46.55485153;;0;;0;;0;nunca_tratada_cmsp
34344;35034344;QUINZINHO CAMARGO PREFEITO;PIRAJU;VILA TIBIRICA;PIRAJU;PIRAJU;Urbana;18810404;-23.18190002;-49.38079834;5,1;1;2020-05-27;80529818;2020;2021;tratada_cmsp
34356;35034356;NHONHO BRAGA CORONEL;PIRAJU;CENTRO;PIRAJU;PIRAJU;Urbana;18800031;-23.19576073;-49.38911819;5,68;1;2020-05-27;465370041;2020;2021;tratada_cmsp
34368;35034368;JOSE TROMBI MONSENHOR;FARTURA;VILA NOVA;FARTURA;PIRAJU;Urbana;18870738;-23.39265442;-49.50282669;4,92;1;2020-05-27;190378088;2020;2021;tratada_cmsp
34373;35034373;MARCOS RIBEIRO CORONEL;FARTURA;CENTRO;FARTURA;PIRAJU;Urbana;18870011;-23.3905201;-49.51095963;5,3;1;2020-05-27;288602830;2020;2021;tratada_cmsp
34393;35034393;MIGUEL PRIANTE CALDERARO DOUTOR;BERNARDINO DE CAMPOS;VILA CORONEL ALBINO;BERNARDINO DE CAMPOS;OURINHOS;Urbana;18962046;-23.01856995;-49.47514343;5,2;1;2020-05-27;109440070;2020;2021;tratada_cmsp
34400;35034400;MIGUEL MARVULLO;MANDURI;CENTRO;MANDURI;PIRAJU;Urbana;18780000;-23.00469971;-49.31949997;5,21;1;2020-05-27;144298821;2020;2021;tratada_cmsp
34459;35034459;ATALIBA LEONEL;PIRAJU;CENTRO;PIRAJU;PIRAJU;Urbana;18800019;-23.19341087;-49.38150024;5,07;1;2020-05-27;41033971;2020;2021;tratada_cmsp
34472;35034472;GENESIO BOAMORTE DOUTOR;SANTA CRUZ DO RIO PARDO;CENTRO;SANTA CRUZ DO RIO PARDO;OURINHOS;Urbana;18900031;-22.90599442;-49.6311264;5,06;1;2020-05-27;116067058;2020;2021;tratada_cmsp
344746;35344746;CENTRO ATEND SOCIOEDUC AO ADOLESC DE FRANCA CI;FRANCA;JARDIM MARAMBAIA;FRANCA;FRANCA;Urbana;14409652;-20.46828079;-47.41038132;5,13;1;2021-02-16;23782;2021;2021;tratada_cmsp
344758;35344758;CENTRO ATEND SOCIO-EDUC AO ADOLESC DE FRANCA - CIP;FRANCA;JARDIM MARAMBAIA;FRANCA;FRANCA;Urbana;14409652;-20.46828974;-47.41036713;;1;2021-02-10;38970;2021;2021;tratada_cmsp
3448;35003448;PEDRO II;BARRA FUNDA;BARRA FUNDA;SAO PAULO;CENTRO;Urbana;1155010;-23.53116035;-46.66321945;5,02;1;2020-05-27;40356724;2020;2021;tratada_cmsp
34496;35034496;SYLVIO DE GIULLI;IACRI;CENTRO;IACRI;TUPA;Urbana;17680031;-21.8600769;-50.69346619;5,21;1;2020-05-27;26675950;2020;2021;tratada_cmsp
34502;35034502;ALTINO ARANTES PROFESSOR;QUINTANA;CENTRO;QUINTANA;TUPA;Urbana;17670005;-22.06897926;-50.3037796;5,09;1;2020-05-27;52222243;2020;2021;tratada_cmsp
3451;35003451;JOAO KOPKE;SANTA CECILIA;CAMPOS ELISEOS;SAO PAULO;CENTRO;Urbana;1218000;-23.53236961;-46.64167023;4,59;1;2020-05-27;91876997;2020;2021;tratada_cmsp
34538;35034538;JOAO VIEIRA DE MELLO;QUEIROZ;CENTRO;QUEIROZ;TUPA;Urbana;17590021;-21.79879951;-50.23952866;4,76;1;2020-05-27;78576011;2020;2021;tratada_cmsp
34548;35034548;AUDA MALTA PROFESSORA;ARCO-IRIS;CENTRO;ARCO-IRIS;TUPA;Urbana;17630035;-21.77417374;-50.46604538;5,05;1;2020-05-27;84402304;2020;2021;tratada_cmsp
34551;35034551;LUIZ DE SOUZA LEAO;TUPA;PARQUE MARIA CRISTINA;TUPA;TUPA;Urbana;17602330;-21.9325943;-50.50211716;5,23;1;2020-05-27;73604580;2020;2021;tratada_cmsp
34563;35034563;SEBASTIAO TEIXEIRA PINTO PROFESSOR;TUPA;VILA TUPA MIRIM I;TUPA;TUPA;Urbana;17603050;-21.93877983;-50.5057106;4,8;1;2020-05-28;11954828;2020;2021;tratada_cmsp
34575;35034575;LELIO TOLEDO PIZA E ALMEIDA DOUTOR;TUPA;CENTRO;TUPA;TUPA;Urbana;17600040;-21.93812943;-50.51567841;5,22;1;2020-05-27;128696842;2020;2021;tratada_cmsp
34587;35034587;JOAQUIM ABARCA;TUPA;VILA ESPANHA;TUPA;TUPA;Urbana;17607090;-21.92565918;-50.52293015;5,57;1;2020-05-27;288790077;2020;2021;tratada_cmsp
