id_btl_id,id_btl,ano_mes,t,mdip_total,mdip_pm_servico,mdip_pm_folga,mdip_pc,mdip_adolescente,mdip_negros,label_cmdo,data_pov_mes,fase_pov,g,tratado_mes,any_mdip_pm_servico,mdip_pre_media,any_mdip_pre_media,mdip_pre_tendencia
3,11ºBPM/I,2020-08-01,44,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-09-01,45,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-10-01,46,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-11-01,47,1,0,1,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2020-12-01,48,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2021-01-01,49,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2021-02-01,50,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2021-03-01,51,5,5,0,0,0,2,CPI-2,,,0,0,1,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2021-04-01,52,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2021-05-01,53,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2021-06-01,54,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
3,11ºBPM/I,2021-07-01,55,0,0,0,0,0,0,CPI-2,,,0,0,0,0.0833333333333333,0.0833333333333333,-0.00218790218790219
